station_id,date,day_of_week,hour,is_raining,wait_time_minutes
309267,2025-06-01,6,0,False,1.2
309268,2025-06-01,6,0,False,1.9
309097,2025-06-01,6,0,False,2.0
309099,2025-06-01,6,0,False,1.6
309270,2025-06-01,6,0,False,3.3
103614,2025-06-01,6,0,False,0.0
309269,2025-06-01,6,0,False,2.2
309266,2025-06-01,6,0,False,1.9
103746,2025-06-01,6,0,False,1.3
309098,2025-06-01,6,0,False,0.1
309271,2025-06-01,6,0,False,1.3
309272,2025-06-01,6,0,False,2.9
309319,2025-06-01,6,0,False,1.6
472508,2025-06-01,6,0,False,2.0
309273,2025-06-01,6,0,False,0.3
308804,2025-06-01,6,0,False,1.4
308757,2025-06-01,6,0,False,1.0
309293,2025-06-01,6,0,False,2.2
309294,2025-06-01,6,0,False,2.0
308805,2025-06-01,6,0,False,2.4
309295,2025-06-01,6,0,False,1.8
309296,2025-06-01,6,0,False,2.2
103606,2025-06-01,6,0,False,2.2
308806,2025-06-01,6,0,False,2.6
309320,2025-06-01,6,0,False,2.8
308809,2025-06-01,6,0,False,1.1
103613,2025-06-01,6,0,False,1.2
308803,2025-06-01,6,0,False,4.4
103616,2025-06-01,6,0,False,3.0
309189,2025-06-01,6,0,False,2.5
173082,2025-06-01,6,0,False,1.2
309297,2025-06-01,6,0,False,0.0
103612,2025-06-01,6,0,False,3.5
107668,2025-06-01,6,0,False,2.4
308799,2025-06-01,6,0,False,2.4
308800,2025-06-01,6,0,False,0.8
308801,2025-06-01,6,0,False,1.6
308802,2025-06-01,6,0,False,1.6
309274,2025-06-01,6,0,False,2.0
308810,2025-06-01,6,0,False,2.7
103609,2025-06-01,6,0,False,0.8
103611,2025-06-01,6,0,False,0.6
308731,2025-06-01,6,0,False,0.1
309351,2025-06-01,6,0,False,0.8
308891,2025-06-01,6,0,False,3.4
309299,2025-06-01,6,0,False,1.7
308807,2025-06-01,6,0,False,0.7
309285,2025-06-01,6,0,False,0.6
308808,2025-06-01,6,0,False,2.3
309283,2025-06-01,6,0,False,0.0
308734,2025-06-01,6,0,False,0.9
309278,2025-06-01,6,0,False,2.2
309220,2025-06-01,6,0,False,2.3
308758,2025-06-01,6,0,False,2.0
308663,2025-06-01,6,0,False,1.2
309190,2025-06-01,6,0,False,2.6
309300,2025-06-01,6,0,False,3.3
308798,2025-06-01,6,0,False,0.6
308903,2025-06-01,6,0,False,4.4
308923,2025-06-01,6,0,False,1.2
309188,2025-06-01,6,0,False,0.3
309187,2025-06-01,6,0,False,1.5
309298,2025-06-01,6,0,False,2.2
309281,2025-06-01,6,0,False,2.7
308922,2025-06-01,6,0,False,0.5
103607,2025-06-01,6,0,False,1.7
309309,2025-06-01,6,0,False,0.0
309328,2025-06-01,6,0,False,4.5
309277,2025-06-01,6,0,False,2.7
308889,2025-06-01,6,0,False,2.0
308901,2025-06-01,6,0,False,0.2
309302,2025-06-01,6,0,False,3.6
309350,2025-06-01,6,0,False,1.6
308732,2025-06-01,6,0,False,3.1
508923,2025-06-01,6,0,False,1.7
309301,2025-06-01,6,0,False,1.1
309279,2025-06-01,6,0,False,1.7
309310,2025-06-01,6,0,False,1.9
308811,2025-06-01,6,0,False,0.8
308890,2025-06-01,6,0,False,2.5
502292,2025-06-01,6,0,False,0.0
309316,2025-06-01,6,0,False,3.9
308899,2025-06-01,6,0,False,4.2
188200,2025-06-01,6,0,False,2.6
309311,2025-06-01,6,0,False,3.5
308812,2025-06-01,6,0,False,2.5
502295,2025-06-01,6,0,False,3.2
309312,2025-06-01,6,0,False,2.9
309315,2025-06-01,6,0,False,3.7
309303,2025-06-01,6,0,False,0.9
309349,2025-06-01,6,0,False,2.1
308900,2025-06-01,6,0,False,2.0
308678,2025-06-01,6,0,False,3.1
309317,2025-06-01,6,0,False,1.0
103610,2025-06-01,6,0,False,0.0
308813,2025-06-01,6,0,False,1.0
309304,2025-06-01,6,0,False,0.0
308898,2025-06-01,6,0,False,2.5
309313,2025-06-01,6,0,False,2.5
308896,2025-06-01,6,0,False,0.9
309347,2025-06-01,6,0,False,0.8
309345,2025-06-01,6,0,False,2.9
309348,2025-06-01,6,0,False,2.1
309346,2025-06-01,6,0,False,0.2
308917,2025-06-01,6,0,False,1.6
309305,2025-06-01,6,0,False,1.4
309314,2025-06-01,6,0,False,4.1
309344,2025-06-01,6,0,False,7.5
308662,2025-06-01,6,0,False,2.9
308733,2025-06-01,6,0,False,0.8
308888,2025-06-01,6,0,False,0.7
309343,2025-06-01,6,0,False,1.1
309342,2025-06-01,6,0,False,1.7
309341,2025-06-01,6,0,False,0.2
308795,2025-06-01,6,0,False,6.9
309306,2025-06-01,6,0,False,2.0
308904,2025-06-01,6,0,False,1.6
508925,2025-06-01,6,0,False,1.3
308921,2025-06-01,6,0,False,1.2
309339,2025-06-01,6,0,False,4.1
311451,2025-06-01,6,0,False,1.5
308885,2025-06-01,6,0,False,2.1
309338,2025-06-01,6,0,False,2.4
309337,2025-06-01,6,0,False,2.1
309336,2025-06-01,6,0,False,3.2
309340,2025-06-01,6,0,False,2.9
308920,2025-06-01,6,0,False,0.4
309186,2025-06-01,6,0,False,0.9
309335,2025-06-01,6,0,False,0.0
308886,2025-06-01,6,0,False,2.2
309334,2025-06-01,6,0,False,1.5
308897,2025-06-01,6,0,False,0.5
308679,2025-06-01,6,0,False,0.4
311454,2025-06-01,6,0,False,1.9
309333,2025-06-01,6,0,False,0.0
103603,2025-06-01,6,0,False,1.6
309318,2025-06-01,6,0,False,2.1
309332,2025-06-01,6,0,False,2.1
103604,2025-06-01,6,0,False,0.4
309076,2025-06-01,6,0,False,1.4
311452,2025-06-01,6,0,False,2.9
309185,2025-06-01,6,0,False,2.4
311453,2025-06-01,6,0,False,1.2
309330,2025-06-01,6,0,False,0.8
309329,2025-06-01,6,0,False,1.5
103615,2025-06-01,6,0,False,1.8
308918,2025-06-01,6,0,False,1.5
309331,2025-06-01,6,0,False,2.0
308895,2025-06-01,6,0,False,1.2
309148,2025-06-01,6,0,False,1.9
308894,2025-06-01,6,0,False,0.6
309149,2025-06-01,6,0,False,2.3
309158,2025-06-01,6,0,False,0.1
508924,2025-06-01,6,0,False,3.2
309352,2025-06-01,6,0,False,2.8
308893,2025-06-01,6,0,False,2.5
308661,2025-06-01,6,0,False,2.6
308919,2025-06-01,6,0,False,3.1
309150,2025-06-01,6,0,False,0.4
309267,2025-06-01,6,1,True,3.2
309268,2025-06-01,6,1,True,2.0
309097,2025-06-01,6,1,True,4.4
309099,2025-06-01,6,1,True,3.6
309270,2025-06-01,6,1,True,1.7
103614,2025-06-01,6,1,True,0.0
309269,2025-06-01,6,1,True,2.5
309266,2025-06-01,6,1,True,1.9
